countyname,statename,fips_1,sociod_eqi_2jan2018_vc,air_eqi_2jan2018_vc,land_eqi_2jan2018_vc,water_eqi_2jan2018_vc,eqi_2jan2018_vc,pctnonwhite10,gdp2017b,metro,fac_penalty_count,CIDDist,FinalEC,estab,EPAregion,cases_2011,cases_2012,cases_2013,cases_2014,cases_2015,cases_2016,cases_2017,cases_2018,cases_2019,cases_2020,proportionObama
Madison County,Nebraska,31119,.1329492,2.0800242,-1.1790205,-.67057031,1.3279457,16.67049,2.321106,0,8,383.7743131580524,1,48,7,0,0,0,0,0,1,0,0,0,0,1
Merrick County,Nebraska,31121,-.80847067,.52977794,-1.2084147,-1.1577368,.24618943,5.6086679,.39605999,1,0,358.6480469842891,0,14,7,0,0,0,0,0,0,0,0,0,0,0
Morrill County,Nebraska,31123,-.4572351,.85558087,-.64827091,-.60302633,.74440002,15.589052,.64518398,0,2,233.2828536113287,0,3,7,0,0,0,0,0,0,0,0,0,0,0
Nance County,Nebraska,31125,-.83134359,1.352383,-.90545416,-.26451927,1.1983844,2.8915663,.14255001,0,1,364.0745216960447,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Nemaha County,Nebraska,31127,-.27973911,1.1038237,-.85992175,-.56201082,1.2425042,4.2632451,.68878299,0,1,163.7369837242147,0,6,7,0,0,0,0,0,0,0,0,0,0,0
Nuckolls County,Nebraska,31129,-1.1053919,.83074075,-.9629364,-.96483153,1.1816218,3.7111111,.25109401,0,0,286.2485551541172,0,4,7,0,0,0,0,0,0,0,0,0,0,0
Otoe County,Nebraska,31131,.18409878,.90658563,-.90569711,-.11008882,.78842705,7.8843713,1.252638,0,0,195.9301397582046,0,21,7,0,0,0,0,0,0,0,0,0,0,0
Pawnee County,Nebraska,31133,-.70228964,.17548604,-.67128795,.38390678,.52868217,3.2455823,.102239,0,0,160.0031695513481,0,5,7,0,0,0,0,0,0,0,0,0,0,0
Perkins County,Nebraska,31135,-.32323879,.95981616,-.86375511,.3047955,1.2818952,4.1077442,.249841,0,1,270.4640355990737,0,6,7,0,0,0,0,0,0,0,0,0,0,0
Phelps County,Nebraska,31137,.33146387,1.7850281,-1.3327278,-.65112311,1.1573744,5.3765783,.78954703,0,3,407.0482287111972,0,7,7,0,0,0,0,0,0,0,0,0,0,0
Pierce County,Nebraska,31139,-.39683795,.91287625,-1.1681328,-.2681444,.8031556,2.3121386,.31878901,0,1,416.0943010796092,0,8,7,0,0,0,0,0,0,0,0,0,0,0
Platte County,Nebraska,31141,.13526969,1.4912601,-1.3410977,-.70956671,.56558102,15.72727,2.374316,0,6,345.8821927864713,1,68,7,0,0,0,0,0,1,0,0,0,0,1
Polk County,Nebraska,31143,-.42347789,.62653303,-1.4122435,-1.1123556,.4584187,4.0695524,.28914499,0,2,323.4520063157825,0,6,7,0,0,0,0,0,0,0,0,0,0,0
Red Willow County,Nebraska,31145,.071631722,1.0825436,-.82406014,-.6300115,1.2230268,6.4224334,.48272499,0,0,360.7133966693092,0,11,7,0,0,0,0,0,0,0,0,0,0,0
Richardson County,Nebraska,31147,-.50404745,.73760647,-.86075377,-.95351368,.77057934,6.373311,.335475,0,0,128.7374011271935,0,12,7,0,0,0,0,0,0,0,0,0,0,0
Rock County,Nebraska,31149,-.66958457,.7898283,.31876189,.1830406,1.52722,1.5727391,.08247,0,0,515.4771119876175,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Saline County,Nebraska,31151,-.038542997,2.0970383,-1.1495432,-.55222237,1.3091148,23.823944,.82252002,0,1,241.8808049360602,1,15,7,0,0,0,0,0,0,0,0,1,0,0
Sarpy County,Nebraska,31153,1.6687708,.42605159,-.41074345,-1.0215482,-.93859935,16.184839,8.3605366,1,6,256.0880157284727,0,91,7,0,0,0,0,0,0,0,0,0,0,0
Saunders County,Nebraska,31155,.40997398,-.84626997,-1.1336403,-1.1010039,-.8663578,3.7921078,.66827899,1,4,269.4025620137496,0,20,7,0,0,0,0,0,0,0,0,0,0,0
Scotts Bluff County,Nebraska,31157,.094038457,.16130143,-.8096478,-1.0973979,.32530427,24.449554,1.736915,0,3,231.9634143517505,0,38,7,0,0,0,0,0,0,0,0,0,0,0
Seward County,Nebraska,31159,.6357789,.79071999,-1.0824949,-.7137444,.20092124,3.5701492,.73901898,1,0,268.8120848016367,0,21,7,0,0,0,0,0,0,0,0,0,0,0
Sheridan County,Nebraska,31161,-.55740339,.14068031,.010385143,-.99413431,1.0251296,16.63924,.224071,0,0,317.3515987607209,0,3,7,0,0,0,0,0,0,0,0,0,0,0
Sherman County,Nebraska,31163,-.90610868,1.7949287,-.83928233,.27382702,1.4779979,1.8083757,.096506,0,0,411.6743618009262,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Sioux County,Nebraska,31165,-.87494624,1.4419235,.57613939,1.3640399,1.3815137,5.4157128,.086185001,0,0,264.1178648304381,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Stanton County,Nebraska,31167,-.5901159,2.1659026,-1.1277999,.27237722,.47795212,6.52635,.229663,0,0,367.8758041642602,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Thayer County,Nebraska,31169,-.56655276,1.0933383,-1.1084454,-.96104515,1.3957269,2.8882937,.36302701,0,1,251.8120141429461,0,11,7,0,0,0,0,0,0,0,0,0,0,0
Thomas County,Nebraska,31171,-.73160547,1.0702317,1.1242343,.26626012,2.3762176,2.7820711,.033179,0,0,413.3531364554391,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Thurston County,Nebraska,31173,-.97076494,2.3768535,-.93883967,.27150679,1.4730568,60.533142,.37210199,0,3,369.3327935867718,0,6,7,0,0,0,0,0,0,0,0,0,0,0
Valley County,Nebraska,31175,-.55691612,.64058149,-.803388,-.96775049,1.1387845,3.0751173,.26898801,0,0,434.8575261387629,0,6,7,0,0,0,0,0,0,0,0,0,0,0
Washington County,Nebraska,31177,1.077709,1.4873202,-.66122979,-1.0056939,.30383262,4.097064,1.150646,1,1,293.1327672232435,0,22,7,0,0,0,0,0,0,0,0,0,0,0
Wayne County,Nebraska,31179,.13011736,-.25910279,-1.1430128,-.55819768,-.185137,7.3163109,.40766501,0,0,394.0395659136324,0,12,7,0,0,0,0,0,0,0,0,0,0,0
Webster County,Nebraska,31181,-.74247569,.66506267,-.79025787,.18908809,1.1661078,5.8761806,.174877,0,0,321.654228416866,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Wheeler County,Nebraska,31183,-1.1080874,1.0934573,-.15764052,.26999778,1.5583019,1.9559903,.095268004,0,0,432.8181656664613,0,0,7,0,0,0,0,0,0,0,0,0,0,0
York County,Nebraska,31185,.17962022,1.9230285,-1.4876776,-1.0325052,1.1403267,6.8788877,.72298098,0,1,296.3783194350651,0,27,7,0,0,0,0,0,0,0,0,0,0,0
Churchill County,Nevada,32001,.027824488,.3467879,1.3683758,-1.0767195,.32507116,23.503637,1.071321,0,2,335.2492229336847,0,14,9,0,0,0,0,0,0,0,0,0,0,0
Clark County,Nevada,32003,1.4700367,1.0597612,2.3214138,-1.3683392,.053165078,52.033527,116.33238,1,28,305.838905616853,8,1075,9,7,0,1,0,0,0,0,0,0,0,1
Douglas County,Nevada,32005,1.4130478,-.42919326,.57047319,-1.0168267,-.34156334,16.815966,2.558347,0,2,248.0379610328871,0,74,9,0,0,0,0,0,0,0,0,0,0,0
Elko County,Nevada,32007,.30307552,.29893127,1.4566293,-1.0849093,.039633878,30.906633,2.6191709,0,1,180.4656812626223,0,29,9,0,0,0,0,0,0,0,0,0,0,0
Esmeralda County,Nevada,32009,-.80442154,.50010037,2.1845214,1.3911294,2.0430834,22.733078,.054602999,0,0,341.566488106678,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Eureka County,Nevada,32011,-.94723916,2.325489,1.3442612,-1.1933308,2.1299102,16.356316,1.464343,0,8,292.7693695784926,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Humboldt County,Nevada,32013,-.35719845,1.6452689,1.1843994,-.82385933,1.1826731,31.056389,1.190055,0,3,192.6113053677775,0,11,9,0,0,0,0,0,0,0,0,0,0,0
Lander County,Nevada,32015,-.97159195,1.3739519,1.80029,1.378617,1.8332229,26.251083,.81961399,0,1,294.3907031505437,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Lincoln County,Nevada,32017,-.5868631,1.4781111,2.2415886,1.3835379,1.5726902,12.104771,.15038601,0,0,297.5878187650819,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Lyon County,Nevada,32019,-.16350545,1.9825679,.54773438,-1.1814125,.35770363,21.827625,1.464747,0,9,279.2049399245406,0,68,9,0,0,0,0,0,0,0,0,0,0,0
Mineral County,Nevada,32021,-1.0772933,.66520387,1.9244089,-1.0898623,1.4635469,31.454315,.195117,0,3,290.30826980836,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Nye County,Nevada,32023,-.38797167,1.6770108,2.175504,-.95572549,.74840826,21.123652,1.585646,0,2,305.6359122981379,0,15,9,0,0,0,0,0,0,0,0,0,0,0
Pershing County,Nevada,32027,-.71820438,1.6281879,1.8365725,1.3815947,1.3618124,31.808084,.29843199,0,1,330.4922338669487,0,5,9,0,0,0,0,0,0,0,0,0,0,0
Storey County,Nevada,32029,.14193127,1.9439322,2.4605756,.16510192,1.6718974,11.920199,1.449325,1,1,284.1901871649486,0,3,9,0,0,0,0,0,0,0,0,0,0,0
Washoe County,Nevada,32031,1.6736838,.42835018,1.511182,-1.2640334,.098345928,33.979977,27.911779,1,19,258.2987359845693,0,493,9,0,0,0,0,0,0,0,0,0,0,0
White Pine County,Nevada,32033,-.66339469,-.25287786,2.1314151,-.91407478,.53175133,23.708874,.63633198,0,1,195.6563004943643,0,3,9,0,0,0,0,0,0,0,0,0,0,0
Carson City,Nevada,32510,.84916788,1.6027236,1.1794745,1.3754262,2.3564136,29.292253,3.3974569,1,1,254.913221709072,0,105,9,0,0,0,0,0,0,0,0,0,0,0
Belknap County,New Hampshire,33001,1.0104833,-.37053415,.71250618,-.99639672,-.18692444,4.2188125,2.8833799,0,3,104.6658328362951,0,79,1,0,0,0,0,0,0,0,0,0,0,0
Carroll County,New Hampshire,33003,.91835159,-.1986354,1.2153436,-1.0322311,.36229622,3.2059059,2.2989161,0,2,125.774188401932,0,65,1,0,0,0,0,0,0,0,0,0,0,0
Cheshire County,New Hampshire,33005,1.3543271,.27881181,.46223149,-.86696154,-.14844805,4.6422968,3.7907889,0,7,81.47919631520033,1,126,1,0,0,0,0,0,1,0,0,0,0,1
Coos County,New Hampshire,33007,-.007693551,-.2786611,1.464893,-.91202128,.29541013,3.7936773,1.259972,0,4,194.3105316030188,0,37,1,0,0,0,0,0,0,0,0,0,0,0
Grafton County,New Hampshire,33009,1.332848,.40987048,.76016879,-.93407726,.51084673,7.6572633,6.5461779,0,7,145.2984956838006,0,104,1,0,0,0,0,0,0,0,0,0,0,0
Hillsborough County,New Hampshire,33011,2.2139113,.52041399,.28716692,-1.0586528,-.40863907,12.351985,25.959141,1,28,42.6359628576844,0,519,1,0,0,0,0,0,0,0,0,0,0,0
Merrimack County,New Hampshire,33013,1.7637398,-.85767233,.27977046,-1.0147526,-.8950333,5.7338934,9.7254992,0,9,77.8119649293631,3,197,1,1,1,1,0,0,0,0,0,0,0,1
Rockingham County,New Hampshire,33015,2.3387041,-.422896,.49872303,-1.1738044,-.90865231,5.8301692,21.226839,1,34,43.67533861709143,2,412,1,0,0,1,0,0,1,0,0,0,0,1
Strafford County,New Hampshire,33017,1.5248203,-.74590695,.9640485,-.98711395,-.89008123,7.2541676,5.8897181,1,5,80.95028193956098,0,139,1,0,0,0,0,0,0,0,0,0,0,0
Sullivan County,New Hampshire,33019,.92649174,-.60998893,.66629052,-1.0167665,-.67573857,3.7835491,1.599139,0,4,117.5065124800858,0,76,1,0,0,0,0,0,0,0,0,0,0,0
Atlantic County,New Jersey,34001,1.0725001,.12312908,-.069323577,-.15458469,-.073811896,41.405357,13.52156,1,29,44.01156409950971,0,109,2,0,0,0,0,0,0,0,0,0,0,0
Bergen County,New Jersey,34003,3.3473377,-1.117661,.97400063,-.038291439,-.71186024,37.460724,76.088753,1,107,34.50525271421412,1,1001,2,0,0,1,0,0,0,0,0,0,0,1
Burlington County,New Jersey,34005,2.1038222,-2.4656272,-.20126522,-.15840989,-2.1523952,29.352131,27.798933,1,68,10.48326252284407,0,311,2,0,0,0,0,0,0,0,0,0,0,0
Camden County,New Jersey,34007,1.6129239,-1.9935788,-.19768316,-.19466479,-1.4919952,39.716972,24.743652,1,83,2.971567581913461,1,350,2,0,0,0,0,0,0,0,0,1,0,0
Cape May County,New Jersey,34009,.90337294,-2.1976688,.4101623,.071020499,-.52153361,13.101321,5.3985338,1,22,75.05658325509702,0,79,2,0,0,0,0,0,0,0,0,0,0,0
Cumberland County,New Jersey,34011,.16093123,-.83269268,-.4622457,-.45974863,-1.0999209,49.692795,6.267992,1,60,44.03694757065684,0,149,2,0,0,0,0,0,0,0,0,0,0,0
Essex County,New Jersey,34013,2.2257557,-1.5068493,1.3071661,-.20148735,-.76517886,66.812843,53.055237,1,99,22.56473411487886,0,621,2,0,0,0,0,0,0,0,0,0,0,0
Gloucester County,New Jersey,34015,1.6376791,-2.6167648,-.89223081,-.15256801,-2.4312441,18.936966,13.431268,1,82,8.362415207099341,1,242,2,0,0,0,0,0,0,0,0,0,1,0
Hudson County,New Jersey,34017,2.5935099,-1.9325033,3.6038711,1.4091891,-.49516401,69.175392,45.389568,1,55,21.8168269216681,0,340,2,0,0,0,0,0,0,0,0,0,0,0
Hunterdon County,New Jersey,34019,3.050317,-2.9086366,-.484891,-.10433283,-2.4941742,12.264996,7.7141571,1,10,30.87316360096199,0,129,2,0,0,0,0,0,0,0,0,0,0,0
Mercer County,New Jersey,34021,2.1674578,-1.3753978,-.1027573,-.28229728,-1.0578462,45.456505,32.454071,1,35,26.71325011191488,1,224,2,0,0,1,0,0,0,0,0,0,0,1
Middlesex County,New Jersey,34023,2.7011197,-2.0419488,.0058180932,-.24535094,-1.9752716,50.766182,61.348125,1,142,0,0,639,2,0,0,0,0,0,0,0,0,0,0,0
Monmouth County,New Jersey,34025,2.7225914,-2.1719086,-.26476854,-.15924186,-1.7623068,23.310543,35.46785,1,38,12.96350907891604,0,412,2,0,0,0,0,0,0,0,0,0,0,0
Morris County,New Jersey,34027,3.3986855,-1.6319178,.45003831,-.35122967,-1.408898,24.93012,53.75209,1,80,19.48975042895573,0,508,2,0,0,0,0,0,0,0,0,0,0,0
Ocean County,New Jersey,34029,1.2575684,-1.6776779,.88374162,-.33653224,-1.5112685,14.054394,22.18203,1,30,38.62250691540178,0,306,2,0,0,0,0,0,0,0,0,0,0,0
Passaic County,New Jersey,34031,1.7102598,-1.1227781,.63627887,-.13490957,-.83109468,54.68232,21.35503,1,55,39.03708352533924,0,627,2,0,0,0,0,0,0,0,0,0,0,0
Salem County,New Jersey,34033,.55615836,-2.366729,-.96337938,.10175525,-1.8417104,23.223825,5.1582942,1,53,27.62864812037914,0,39,2,0,0,0,0,0,0,0,0,0,0,0
Somerset County,New Jersey,34035,3.1864078,-1.642439,-.21255164,.00336301,-1.616623,37.593834,38.605415,1,56,8.860364072532381,0,245,2,0,0,0,0,0,0,0,0,0,0,0
Sussex County,New Jersey,34037,1.6103476,-1.7473474,.39822417,-.10567297,-1.6619847,11.242421,5.0847878,1,14,51.68444168657496,0,97,2,0,0,0,0,0,0,0,0,0,0,0
Union County,New Jersey,34039,2.0907109,-1.1532449,1.2098062,-.10391211,-.69016558,54.64819,37.114723,1,73,9.847730826727727,1,528,2,0,0,0,0,0,0,0,0,1,0,0
Warren County,New Jersey,34041,1.7130755,-2.5667937,-.584719,-.098454237,-2.1323707,14.28532,4.1546612,1,27,52.49006089025907,0,109,2,0,0,0,0,0,0,0,0,0,0,0
Bernalillo County,New Mexico,35001,1.6052717,-1.3438104,1.0805253,-.86009771,-.94984281,58.515404,36.493927,1,48,519.7632738647627,0,554,6,0,0,0,0,0,0,0,0,0,0,0
Catron County,New Mexico,35003,-.7332207,-.18141885,2.9480944,-.8126961,.67660868,23.973156,.08478,0,0,627.066769567957,0,4,6,0,0,0,0,0,0,0,0,0,0,0
Chaves County,New Mexico,35005,-.16424376,1.9530481,.62030709,-.63136971,1.0377765,56.126137,2.037102,0,8,627.6511520975141,0,34,6,0,0,0,0,0,0,0,0,0,0,0
Cibola County,New Mexico,35006,-1.0373591,.75901246,1.8359808,-.86991012,.37430692,78.477196,.63111198,0,1,535.272820370053,0,7,6,0,0,0,0,0,0,0,0,0,0,0
Colfax County,New Mexico,35007,-.15970239,.66147858,1.1920334,-1.1243935,1.4035945,50.087273,.44933,0,3,309.1118488584291,0,12,6,0,0,0,0,0,0,0,0,0,0,0
Curry County,New Mexico,35009,-.27872065,1.7045542,-.34076375,-.7818262,.82809317,49.262032,3.1193221,0,1,558.2138038734021,0,26,6,0,0,0,0,0,0,0,0,0,0,0
De Baca County,New Mexico,35011,-.9413873,.81688505,1.5900481,1.3798255,2.0830212,40.652821,.075427003,0,0,560.1218262627874,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Doña Ana County,New Mexico,35013,.553298,2.6486318,-.19544904,-1.2163503,.6892069,,7.3054891,1,10,759.3589898525395,0,125,6,0,0,0,0,0,0,0,0,0,0,0
Eddy County,New Mexico,35015,-.071449041,.04528486,.6529507,-.99464202,-.05433885,47.777222,5.3867931,0,22,646.0605306828697,0,40,6,0,0,0,0,0,0,0,0,0,0,0
Grant County,New Mexico,35017,.37129292,.89858025,2.3646712,-1.3847731,1.2107215,51.358677,1.173074,0,3,755.9468159139927,0,13,6,0,0,0,0,0,0,0,0,0,0,0
Guadalupe County,New Mexico,35019,-1.2442296,1.055966,1.9061788,1.3780597,2.1837993,83.934288,.13809399,0,4,508.1662584049274,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Harding County,New Mexico,35021,-1.1406251,2.0216281,1.6923014,-.81023192,3.0248239,43.741009,.047665,0,0,399.0157678614778,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Hidalgo County,New Mexico,35023,-.96115959,2.7546291,1.9096556,1.3752743,3.26404,58.622803,.18628,0,0,756.3724466463758,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Lea County,New Mexico,35025,-.4496271,1.4447351,.45600745,-1.1232483,.6071704,56.980862,4.7768741,0,28,582.7751753594036,0,31,6,0,0,0,0,0,0,0,0,0,0,0
Lincoln County,New Mexico,35027,-.012477646,.49161538,3.0490305,-.89151645,1.8487555,33.648827,.62854302,0,1,605.3966040256619,0,16,6,0,0,0,0,0,0,0,0,0,0,0
Los Alamos County,New Mexico,35028,2.9496808,1.5305365,1.2063661,1.3761653,1.3337907,23.738163,2.2318361,0,3,437.5481329518051,0,8,6,0,0,0,0,0,0,0,0,0,0,0
Luna County,New Mexico,35029,-.98602277,1.161544,.86474961,-1.1073519,.73314589,64.148239,.80053401,0,1,825.6624568442481,0,12,6,0,0,0,0,0,0,0,0,0,0,0
McKinley County,New Mexico,35031,-1.1893703,1.2177849,1.3147504,-.79680485,.46603596,89.67157,2.227566,0,11,466.1405921128239,0,22,6,0,0,0,0,0,0,0,0,0,0,0
Mora County,New Mexico,35033,-.1890195,.87583613,.91272545,-.86942047,-.37189889,82.114319,.094359003,0,2,391.1531681459348,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Otero County,New Mexico,35035,-.31026864,1.7243489,1.7430959,-.89568901,1.120295,47.151119,2.6835711,0,0,715.1753380664063,0,24,6,0,0,0,0,0,0,0,0,0,0,0
Quay County,New Mexico,35037,-.96479058,.80211747,.11050196,-.9579401,1.1693625,46.388672,.28347,0,1,471.476451583649,0,3,6,0,0,0,0,0,0,0,0,0,0,0
Rio Arriba County,New Mexico,35039,-.16166289,1.3019435,1.2264501,-1.0548351,.28326035,87.208664,1.035508,0,15,320.9546456577369,0,16,6,0,0,0,0,0,0,0,0,0,0,0
Roosevelt County,New Mexico,35041,-.35846478,1.2643392,-.36392975,-.66799372,.51400679,44.46236,.67165798,0,2,583.9415403535959,0,10,6,0,0,0,0,0,0,0,0,0,0,0
Sandoval County,New Mexico,35043,1.1568435,.87426031,1.8814745,-.68988782,-.12688911,52.535324,3.497474,1,9,428.7203089341162,0,64,6,0,0,0,0,0,0,0,0,0,0,0
San Juan County,New Mexico,35045,-.068079926,.15840615,.6024214,-.67110652,-.52645755,57.511307,5.7568278,1,58,372.7424394822771,0,70,6,0,0,0,0,0,0,0,0,0,0,0
San Miguel County,New Mexico,35047,.19934285,.38858846,1.950859,-1.0472963,.52370387,80.332054,.64662403,0,2,435.9712174930431,0,6,6,0,0,0,0,0,0,0,0,0,0,0
Santa Fe County,New Mexico,35049,2.0139699,1.0812873,1.4317412,-1.3591441,.95862073,56.099743,6.9408388,1,9,424.7783658299399,0,122,6,0,0,0,0,0,0,0,0,0,0,0
Sierra County,New Mexico,35051,-.9027831,.42178234,2.0849354,.11943743,1.5195885,31.556555,.28136399,0,0,712.7295467113956,0,5,6,0,0,0,0,0,0,0,0,0,0,0
Socorro County,New Mexico,35053,-.36590791,1.0637829,1.5256828,-.85887134,.84666127,62.437035,.48951301,0,4,602.5445169235734,0,6,6,0,0,0,0,0,0,0,0,0,0,0
Taos County,New Mexico,35055,.86729872,1.3423399,1.6425486,-1.1766807,1.5454311,63.694328,.96687102,0,2,309.5702496228641,0,36,6,0,0,0,0,0,0,0,0,0,0,0
Torrance County,New Mexico,35057,-.53344321,1.2163795,.99143624,-.12707067,.38379005,44.009033,.37088299,1,0,528.2885454307284,0,10,6,0,0,0,0,0,0,0,0,0,0,0
Union County,New Mexico,35059,-.48020917,.88988441,1.0701188,-1.1698906,1.3647516,43.965706,.178379,0,0,320.60650525052,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Valencia County,New Mexico,35061,.079720765,2.4630919,1.1487094,-.69323987,.71449834,63.779076,1.518973,1,6,557.4459079640239,0,33,6,0,0,0,0,0,0,0,0,0,0,0
Albany County,New York,36001,1.8828795,.48700988,.17907481,.030254748,.52294034,24.014149,31.742889,1,55,147.6485538484231,2,219,2,0,0,1,1,0,0,0,0,0,0,1
Allegany County,New York,36003,-.31191447,-1.581965,.035531834,-.91330421,-1.0657108,4.5866871,1.697623,0,7,61.90073246881371,0,32,2,0,0,0,0,0,0,0,0,0,0,0
Bronx County,New York,36005,1.3074971,-.15669326,1.1459827,.50952572,-.72517216,89.083237,39.476536,1,62,48.26290182690257,1,284,2,1,0,0,0,0,0,0,0,0,0,1
Broome County,New York,36007,.79194844,-2.9310846,-.20651639,-1.1018426,-2.0955408,13.721834,9.063798,1,34,71.06012507381578,1,151,2,0,0,0,0,1,0,0,0,0,0,1
Cattaraugus County,New York,36009,-.22284313,-1.3890094,-.28420025,1.3776873,-.50831586,8.0530901,2.8883059,0,14,40.5617348201569,0,66,2,0,0,0,0,0,0,0,0,0,0,0
Cayuga County,New York,36011,.28994071,-.59451616,-.93654084,1.370086,-.67761523,8.6571865,2.80282,0,10,25.60831900528915,0,79,2,0,0,0,0,0,0,0,0,0,0,0
Chautauqua County,New York,36013,.15154968,-1.0054432,-.96912259,1.3716854,-.38652512,10.705311,4.8186231,0,28,40.18035115256882,3,172,2,1,0,0,1,0,1,0,0,0,0,1
Chemung County,New York,36015,.30594465,-1.0144062,-.21934788,-.54897845,-.81410038,12.593718,3.6911359,1,7,91.04023321872531,0,79,2,0,0,0,0,0,0,0,0,0,0,0
Chenango County,New York,36017,-.13441023,-1.1691135,-.22515532,1.3811156,-.68800169,4.382194,2.256103,0,12,41.81884062575432,0,57,2,0,0,0,0,0,0,0,0,0,0,0
Clinton County,New York,36019,.38398868,-.54790992,-.40207088,-1.1573654,-.89448571,8.8836937,3.770005,0,27,237.0257277082762,0,68,2,0,0,0,0,0,0,0,0,0,0,0
Columbia County,New York,36021,1.0425873,-.2837781,-.55384684,-1.0705272,-.53101254,11.766197,2.471607,0,11,90.20392348190936,0,85,2,0,0,0,0,0,0,0,0,0,0,0
Cortland County,New York,36023,.51242155,-.74456376,-.11999198,-.42425027,-.73631114,6.2510133,1.779443,0,11,30.01161728530071,0,58,2,0,0,0,0,0,0,0,0,0,0,0
Delaware County,New York,36025,-.23631291,-1.0582721,.31034064,1.3790501,-.040395811,6.8236771,1.982111,0,14,101.4443893957901,0,50,2,0,0,0,0,0,0,0,0,0,0,0
Dutchess County,New York,36027,1.8409488,-.12670231,.14294283,-1.2051578,-.6820159,25.438335,14.140113,1,26,56.03253050248584,0,185,2,0,0,0,0,0,0,0,0,0,0,0
Erie County,New York,36029,1.2985042,-1.5603529,-.25586522,1.3746411,-.91873276,22.293262,56.612267,1,118,0,7,932,2,0,0,0,3,1,1,0,2,0,0,.71428573
Essex County,New York,36031,.38225663,-1.6878947,.88538271,-.65732223,-.51297432,7.0662937,1.584008,0,19,176.0266091035228,0,28,2,0,0,0,0,0,0,0,0,0,0,0
Franklin County,New York,36033,-.1417322,.2554383,.58801115,-.66954607,.1795501,17.36274,1.906558,0,7,175.2641335416183,2,23,2,0,0,0,1,0,1,0,0,0,0,1
Fulton County,New York,36035,-.3408649,.24345362,.67033261,-.78060925,.16009171,6.1605229,1.885996,0,12,111.6709948077515,1,63,2,0,0,0,0,0,0,0,0,0,1,0
Genesee County,New York,36037,.27903685,-.75217479,-.93976206,1.3731604,-.72696996,8.4705133,2.3748641,0,9,33.63103927722916,2,88,2,0,0,0,0,0,0,0,0,1,1,0
Greene County,New York,36039,.15142223,-.79976875,.20289907,.53079981,-.49361628,12.929441,2.4787719,0,15,122.8091387891775,0,26,2,0,0,0,0,0,0,0,0,0,0,0
Hamilton County,New York,36041,-.56492645,-.49779004,3.7216349,-.65512109,1.5342733,3.5566583,.23335101,0,2,108.8990039946215,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Herkimer County,New York,36043,.082711987,.58704954,.25833744,-.79222536,-.1123253,4.3847551,1.730399,1,11,75.58562206058082,3,54,2,0,1,2,0,0,0,0,0,0,0,1
Jefferson County,New York,36045,.25146538,-.65831339,-.69848371,1.370235,-.49215928,14.23655,6.4222379,1,27,70.14851045960027,0,64,2,0,0,0,0,0,0,0,0,0,0,0
Kings County,New York,36047,2.7436624,-.45343685,1.3701729,1.4101899,-.38045764,64.334808,90.473236,1,102,28.80751125738509,1,1543,2,0,0,1,0,0,0,0,0,0,0,1
Lewis County,New York,36049,-.47688979,-2.8076496,.020523092,.382658,-1.807381,3.1823385,1.065508,0,8,57.15744776656845,0,22,2,0,0,0,0,0,0,0,0,0,0,0
Livingston County,New York,36051,.47326648,.19904195,-.86498547,-.64741069,-.45673397,7.7944121,2.1374879,1,6,74.94796569729371,0,63,2,0,0,0,0,0,0,0,0,0,0,0
Madison County,New York,36053,.62684941,-.56443483,-.45137545,-1.2153648,-1.1557914,6.1626863,2.31867,1,7,15.14718956882671,0,52,2,0,0,0,0,0,0,0,0,0,0,0
Monroe County,New York,36055,1.6177605,-.66606098,-.63554132,1.3734401,-.543957,27.179638,46.562057,1,67,76.47167669857741,4,817,2,1,1,1,0,0,1,0,0,0,0,1
Montgomery County,New York,36057,-.11534965,-1.8861701,-.31823564,-.76854831,-1.5315262,14.9087,1.854588,0,15,112.7965307351484,0,56,2,0,0,0,0,0,0,0,0,0,0,0
Nassau County,New York,36059,2.8527498,-.95960522,2.0036778,1.4155589,-.030221781,34.506306,100.7159,1,94,50.78105671037927,0,842,2,0,0,0,0,0,0,0,0,0,0,0
New York County,New York,36061,5.1289907,-2.4511139,3.6425433,1.4098557,-.12695837,51.982723,708.51672,1,62,32.51667231160415,2,1442,2,0,1,0,1,0,0,0,0,0,0,1
